filename,width,height,class,xmin,ymin,xmax,ymax
1479498371963069978.jpg,1920,1200,Car,785,533,905,644
1479498371963069978.jpg,1920,1200,Car,89,551,291,680
1479498371963069978.jpg,1920,1200,Car,268,546,383,650
1479498371963069978.jpg,1920,1200,Truck,455,522,548,615
1479498371963069978.jpg,1920,1200,Truck,548,522,625,605
1479498371963069978.jpg,1920,1200,Car,1726,484,1919,646
1479498371963069978.jpg,1920,1200,Car,758,557,807,617
1479498371963069978.jpg,1920,1200,Car,633,561,680,597
1479498371963069978.jpg,1920,1200,Car,682,557,718,593
1479498372942264998.jpg,1920,1200,Car,710,540,836,665
1479498372942264998.jpg,1920,1200,Car,0,550,149,689
1479498372942264998.jpg,1920,1200,Car,139,548,270,661
1479498372942264998.jpg,1920,1200,Truck,368,528,468,624
1479498372942264998.jpg,1920,1200,Truck,472,528,550,611
1479498372942264998.jpg,1920,1200,Car,562,569,614,609
1479498372942264998.jpg,1920,1200,Car,1769,530,1918,683
1479498372942264998.jpg,1920,1200,Car,684,570,723,628
1479498372942264998.jpg,1920,1200,Car,613,561,651,599
1479498373962951201.jpg,1920,1200,Truck,417,534,509,640
1479498373962951201.jpg,1920,1200,Truck,306,544,421,653
1479498373962951201.jpg,1920,1200,Car,655,557,790,698
1479498373962951201.jpg,1920,1200,Car,60,565,211,692
1479498373962951201.jpg,1920,1200,Car,0,561,63,711
1479498373962951201.jpg,1920,1200,Car,523,582,571,632
1479498373962951201.jpg,1920,1200,Car,573,586,613,617
1479498373962951201.jpg,1920,1200,Car,1762,546,1920,728
1479498374962942172.jpg,1920,1200,Car,1558,530,1919,749
1479498374962942172.jpg,1920,1200,Car,404,577,547,710
1479498374962942172.jpg,1920,1200,Truck,47,563,165,666
1479498374962942172.jpg,1920,1200,Truck,170,563,261,657
1479498374962942172.jpg,1920,1200,Car,287,614,335,643
1479498374962942172.jpg,1920,1200,Car,338,609,379,640
1479498375942206592.jpg,1920,1200,Car,810,568,1417,818
1479498373462797835.jpg,1920,1200,Car,0,554,112,698
1479498373462797835.jpg,1920,1200,Car,109,559,241,676
1479498373462797835.jpg,1920,1200,Truck,343,533,448,634
1479498373462797835.jpg,1920,1200,Truck,450,532,531,622
1479498373462797835.jpg,1920,1200,Car,550,582,595,607
1479498373462797835.jpg,1920,1200,Car,600,580,637,603
1479498373462797835.jpg,1920,1200,Car,684,546,820,671
1479498373462797835.jpg,1920,1200,Car,1778,553,1919,693
1479498376463086347.jpg,1920,1200,Car,375,553,1096,864
1479498376463086347.jpg,1920,1200,Car,1876,626,1919,716
1479498377463264578.jpg,1920,1200,Car,1033,575,1260,728
1479498377463264578.jpg,1920,1200,Car,1303,593,1454,687
1479498377463264578.jpg,1920,1200,Car,1421,589,1524,671
1479498377463264578.jpg,1920,1200,Car,1560,593,1637,653
1479498377463264578.jpg,1920,1200,Car,1620,591,1683,643
